Email Address,Media Source URL,1-8 word Summary,(Annotated) Screenshot,Start Time,End Time,Keywords (comma separated),Comments,Meta Level Comment?,
Anonymous 2,https://disabilityvisibilityproject.com/2021/03/10/my-year-of-nothing-but-everything/,Meta level summary and personal takes,,,,"wheelchair, COVID, vaccine, Ableism, equity, public health, coronavirus","This text is a great insight of how sometimes things are not necessarily what they are portrayed to be. The vaccination roll out has been advertised as an equitable and on paper it is however Emily shows us that systemic Ableism does not disappear even when top officials try to implement a fair approach. Her need is easy to understand and quite obvious to see but still she struggled to get her first vaccine. It is worth mentioning that Emily is finishing her PhD program and is probably very resourceful, very comfortable with science, and capable to understand and handle the situation still she struggled to get something she was entitled to. The vaccination eligibility was made equitable but the accessibility to it was not. It is also important to notice that days’ notice vaccination is not something disable people can easily accommodate for. Also, to realize that, when she thought she could have caught COVID, there was no option for her to get tested without risking friends since she had to rely on them to go get tested. This is another example of how our healthcare system is very unprepared to help disable people due to privatization, lack of legislation protecting disable, systematic white supremacy that hinders other groups like she pointed out. Lastly, Emily tried to point out the root cause of the systematic Ableism she faced which were the state of Pennsylvania, government in general, or her university. This could indicate how some of those problems could be local and not necessarily nationwide. For example, I personally only know of people in California and New York that knew when they were receiving their vaccination days if not weeks ahead of time. 
Emily’s choice of naming her article “My Year of Nothing but Everything” shows how polarized her year was. Our government, her university, and healthcare system failed her however she found comfort and strength in other marginalized groups. She helped me understand how being in her situation amplifies hardships in unimaginable ways but also how mutual support and community is key for physical and metal survival. Her well written personal letter was split into groups of related parts in a chronological way making it all clear and easy to understand.",Yes,Mobility
Anonymous 2,https://disabilityvisibilityproject.com/2021/03/10/my-year-of-nothing-but-everything/,Auto-ethnographic Reflection,,,,"Ableism, STEM, wheelchair, COVID","I believe Emily’s story exposed how Ableism is ingrained in our society in unimaginable ways and even if top down decisions are made it is not necessarily the way things will play off. It also brought the loses of not having a comprehensive health care system to another perspective. Emily showed me how disabled people have to rely on being resilient constantly and dependent of peoples help since our health care system and government do not offer enough help for them to be more independent of personal connections. Also, having a sneak peak on her daily routine and how difficult it is for her and how many hours it take to get the her basic need met definitely show how equity is important to guarantee that those differences are accounted for.",Auto-ethnographic Reflection,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,good public transportation,,0:00:05,,"public transportation, train",Subject is smiling and seems happy. This public transportation seems to accommodate him really well and make the getting on/off step an easy process.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,easy bus ride but difficult getting off,,0:00:55,,"public transportation, bus","Shanne is happily surprised about how easy it was to get on the bus with his wheelchair and how spacious it is. However, Hannah shared that getting off the bus was a little hectic without going into details.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,hotel accessibility,,0:01:36,,"hotel, ramp","They reserved a hotel that is not fully accessible, which I would expect to be hard to find in the heart of Paris considering that Paris is a older city. However, the hotel promised to set up a ramp so he could easily get in the building by the time of his arrival.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,public accessibility for tourist,,0:02:16,,"public, ramp",They recorded Shane independently going up a ramp in a public area of Paris,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,retail accessabiliity,,0:03:16,,"retail, doors",They recorded Shane easily getting into a retail store by himself since it did not have stairs and the doors were open and wide enough for him to go in without help.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,cobblestone street,,0:03:19,,"street, cobblestones, wheelchair",Shane made fun of a part of the floor that was made of metal and with bumpy texture but did not sound very please with the long street ahead of him which was all cobblestones and slightly uneven.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,accessibility for tourist,,0:03:21,,"boat, wheelchair",Shane was able to get on a turist boat and seemed to be comfortable.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,blocked accessibility,,0:03:56,,"ramp, blocked, inaccessible, public, bus, wheelchair","A tour bus parked on top of the accessiblity ramp blocking it. Luckly, Shane partner saw that there was a big enough gap in between buses for him to go around and access the ramp. His annoyed mom jokingly said she should have keyed the bus while she had to scort him around it.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,accessibility at restaurant,,0:04:19,,"restaurant, wheelchair",They found a spacious restaurant for him to dine in.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Eiffel Tower accessibility entrance,,0:05:16,,"access, priority, Eiffel Tower, elevator, space, tourist, wheelchair","They crew at the Eiffel Tower took them through a separate line for those who previously purchased tickets and for ""access"", which seems for those with disabilities. They were able to skip an extensive line. The crew also over-calculated the spece Shane needed to stay in line and squeezed people to make space for him unnecessarily. This seemed to be one of the few times when Shane seemed actually bothered by people's attitude towards his disability. At the elevator, the crew did not care about space and crammed.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Eiffel Tower accessibility exit,,0:06:40,,"exit, priority, elevator, wheelchair",The Eiffel Tower crew took them to a priority exit line that allowed them to skip the line to go down the Eiffel Tower. People seemed unbothered and everything seemed to flow very smoothly.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Street food accessibility,,0:06:57,,"street, wheelchair, food",Shane once again is able to move around by himself on the sidewalk and have a meal at the table without any problems.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Getting to cathedral challenges,,0:07:31,,"Street, stairs, obstacle, wheelchair","Even though they show Shane conducting himself through the sidewalk, they were having trouble find their way to a cathedral without coming across a giant flight of steps. It shows very quickly but it seems that they only they found to the cathedral was across another cobblestone street and it seems that someone was holding his wheelchair and supporting his head as he mentioned ""bumpy!"" while driving his wheelchair on the street. Apparently this was the most challenging part of their trip due to lack of having access to better directions and/or options.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Cathedral accessibility,,0:07:53,,"cathedral, access, wheelchair",They were giving a sepate entrance to the cathedral which lead them to an elevator and no lines appearently. They did not record in the cathedral but mentioned it was accessible. Once again they mentioned that they did not know actually what was happening when people were directed them to a different entrance. It could be for lack of communication or language barrier.,,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Public restroom accessibility,,0:08:20,,"restroom, public, wheelchair","They show Shane coming out of a public restroom by himself, which was accessible and spacious enough for him and his companion. He seemed very content.",,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Recording and editing choices,,,,"editing, recording, perspective, wheelchair, camera","The recording is done by Hannah since apparently Shane would not be able to hold a conventional camera due to the nature of his disability. She is mostly recording Shane, his reactions, and showing him going through accessible places but from her perspective. There isn't heavy or complex editing but there are parts with just images and music, there is a video intro, and close caption.",Yes,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Choice of close caption,,,,"close caption, editing, speech impairment","Shane’s speech is lightly impaired and I noticed that different videos that they recorded in a quiet place do not have close caption. However, the one recorded outside while visiting Paris had close caption for everyone. Which I think is safe to say that it was a choice based on the environment not on Shane's disability.",Yes,Mobility
Anonymous 2,https://www.youtube.com/watch?v=HdEd0A8Rmyw,Tourist attractions preparedness and communication,,,,"crew, tourist, wheelchair, communication, accessible","Both times when they were taken by tourist attraction crew to a special queue or a more accessible path, Shane and Hannah were not sure of what was precisely happening or what the new steps would be. It could be a language barrier or lack of communication from the crew.",Yes,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,"waking up, enters in wheelchair",,0:00:11,,"vlog, a day in life, wheelchair",The creator enters the living space in a wheelchair. The wheelchair is controlled by the controller.,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,breakfast time,,0:00:16,,"wheelchair, vlog, a day in life",does not pick up the cup but scoots it toward her and drinks from a straw. Does her disability affect the mobility of her hand?,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,makeup time,,0:00:44,,"vlog, a day in life, make up",She does her make up well. Makeup requires fine motor skills and she seems apply the makeup accurately. She still scoots some of the makeup materials with her arms to move them around the desk,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,asks for help to open a makeup palette,,0:01:00,,"makeup, vlog, a day in life, help",Asks her husband for help to open up the palette. She uses her mouth to get the brush to where she wants to place it.,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,"Arriving at desination, getting off the car",,0:01:56,,"vlog, a day in life, technology","She gets off the car using the ramp. I knew about cars with this kind of technology, but this is my first time seeing one and how it's used.",,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,son helps his mom,,0:02:03,,"vlog, a day in life, technology",The son helps to unclip the safety device from the wheelchair. I think that the clip is used to make sure that the wheelchair doesn't move during the travel (for safety). It's cute to see the son helping!,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,At the fair/event (museum),,0:02:12,,"vlog, a day in life, stares","I see some people looking. Many do not probably because of the attractions, but some people stare as they pass by.",,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,recording the crowd,,0:03:04,,"vlog, a day in life, stares",I see another person staring. Maybe there's an attraction behind the person recording. But this girl stares the entire clip!!,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,Christmas tree,,0:03:35,,"vlog, a day in life, pointing, stares","Recording the christmas tree. The woman points directly to the camera. I'm not sure where the creator is and what is behind the person holding the camera, so I cannot be sure as to what the woman is pointing at. But the pointing is so directly and obvious that I'm making eye contact with the woman.",,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,wheelchair lift,,0:04:39,,"vlog, wheelchair lift, technology","They filmed a wheelchair lift. They didn't film it in motion, so I think that the creator wanted to make a statement. Seeing that this was the first one that they've filmed, this was probably the first one they've seen in the museum. Were they just simply showing that they had one, or were they trying to bring a negative/positive light onto the fact that there was one? Were they emphasizing that there WAS one or there was JUST one?",,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,wheelchair section of the museum,,0:04:57,,"vlog, a day in life",briefly films a part of the museum that showed past wheelchair designs. I see the creator looking at the display shaking her head a bit as she responses to someone. Was this toward the wheelchair designs or was she just talking about something else?,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,"at the mall, waiting for elevator",,0:06:06,,"vlog, a day in life, kindness","Another person in a wheelchair waiting for the elevator. A woman who was in the elevator leaves to allow them to enter. The elevator was full. I wonder if people acting this way is received differently by the people in wheelchairs (or any people with disabilities). If the person in the wheelchair was not in a wheelchair, the woman would've not let them take their place because they are ""normal"". So would people with disabilities want be treated like how a person without disability be treated or would they still want to receive these kind of actions?",,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,Entering a pizza restaurant,,0:06:59,,"vlog, technology, accessbility",There is a ramp that the creator uses to go up the stairs into the restaurant. Was this provided by the restaurant or by the creator? I think that the restaurant would've had prepared it since it would be troublesome to carry around a big board.,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,passing through the restaurant,,0:07:17,,"vlog, stares",a lot more stares in the restaurant. it's not even a quick glance but a long stare??,,Mobility
Anonymous 4,https://youtu.be/JAXO2o33M9g,video editing,,0:09:22,,"vlog, editing, stares","Seeing that the video was only about 9 minutes, many parts of the days were cut. And even in the small selection of clips, there were still a good number of stares/looks. I wonder how many more there were in the unused clips and how the creator felt. It's never a good feeling to be stared at. A lot of parts in the video were focused on the environment and not the creator. I wonder why they chose to do this?",,Mobility
